id_venda,data,loja,vendedor,produto,categoria,qtd,preco_unit,desconto,forma_pgto
643,2025-11-25,Bairro,Carla,Meia,Acessórios,4,19.9,0.15,Dinheiro
644,2025-10-15,centro ,Bruno,Camiseta,Roupas,4,59.9,0.0,Dinheiro
645,2025-11-20,Centro,Diego,Tênis,Calçados,2,249.9,0.0,Pix
646,2025-03-09,Bairro,Bruno,Calça,Roupas,3,129.9,0.05,Pix
647,2025-12-05,Bairro,Eduardo,Boné,Acessórios,3,49.9,0.15,Cartão
648,2025-09-30,centro ,Eduardo,Calça,Roupas,1,129.9,0.05,Dinheiro
649,2025-11-02,centro ,Ana,Boné,Acessórios,4,49.9,0.1,Pix
650,2025-07-18,Shopping,Bruno,Meia,Acessórios,4,19.9,0.1,Dinheiro
651,2025-11-02,Bairro,Carla,Calça,Roupas,4,129.9,0.0,Dinheiro
652,2025-07-01,Shopping,Ana,Calça,Roupas,4,129.9,0.15,Cartão
653,2025-10-08,centro ,Eduardo,Meia,Acessórios,2,19.9,0.0,Pix
654,2025-02-11,Bairro,Eduardo,Boné,Acessórios,5,49.9,0.05,Cartão
655,2025-12-29,Bairro,Ana,,Roupas,2,59.9,0.1,Pix
656,2025-03-14,centro ,Bruno,Calça,Roupas,1,129.9,0.0,Cartão
657,2025-03-07,Centro,Carla,Meia,Acessórios,3,19.9,0.0,Cartão
658,2025-10-12,Bairro,Diego,Camiseta,Roupas,4,59.9,0.2,Pix
659,2025-11-30,Centro,Bruno,Boné,Acessórios,2,49.9,0.0,Cartão
660,2025-02-05,Centro,Diego,Meia,Acessórios,5,19.9,0.0,Pix
661,2025-05-28,Shopping,Carla,Camiseta,Roupas,5,59.9,0.1,Dinheiro
662,2025-05-29,centro ,Carla,Tênis,Calçados,4,249.9,0.15,Pix
663,2025-11-13,Bairro,Diego,Boné,Acessórios,4,49.9,0.1,Cartão
664,2025-12-09,centro ,Carla,Boné,Acessórios,3,49.9,0.0,Pix
665,2025-09-30,centro ,Carla,Boné,Acessórios,5,49.9,0.1,Dinheiro
666,2025-07-20,Centro,Ana,Meia,Acessórios,2,19.9,0.05,Pix
667,2025-03-30,centro ,Ana,Boné,Acessórios,3,49.9,0.0,Dinheiro
668,2025-08-06,centro ,Carla,Tênis,Calçados,3,249.9,0.05,Pix
669,2025-05-09,Centro,Bruno,Calça,Roupas,5,129.9,0.0,Dinheiro
670,2025-06-12,Centro,Carla,Camiseta,Roupas,4,59.9,0.05,Pix
671,2025-09-17,Bairro,Carla,Meia,Acessórios,5,19.9,0.1,Dinheiro
672,2025-03-27,centro ,Diego,Boné,Acessórios,5,49.9,0.05,Cartão
673,2025-07-19,Shopping,Bruno,Tênis,Calçados,2,249.9,0.0,Dinheiro
674,2025-05-17,centro ,Carla,Tênis,Calçados,3,249.9,0.0,Dinheiro
675,2025-01-11,Shopping,Bruno,Tênis,Calçados,4,249.9,0.05,Cartão
676,2025-03-06,Bairro,Carla,Camiseta,Roupas,3,59.9,0.05,Dinheiro
677,2025-06-03,Shopping,Diego,Boné,Acessórios,5,49.9,0.2,Pix
678,2025-09-26,Centro,Eduardo,Boné,Acessórios,1,49.9,0.0,Cartão
679,2025-11-01,Bairro,Bruno,Meia,Acessórios,1,19.9,0.0,Dinheiro
680,2025-01-28,Bairro,Ana,Boné,Acessórios,5,49.9,0.0,Dinheiro
681,2025-11-30,Bairro,Diego,,Roupas,4,59.9,0.05,Pix
682,2025-08-05,Bairro,Bruno,Boné,Acessórios,5,49.9,0.0,Cartão
683,2025-11-16,Bairro,Ana,Meia,Acessórios,1,19.9,0.0,Cartão
684,2025-05-18,Centro,Eduardo,Camiseta,Roupas,3,59.9,0.0,Pix
685,2025-07-07,Shopping,Diego,Camiseta,Roupas,3,59.9,0.0,Cartão
686,2025-03-12,Shopping,Bruno,Calça,Roupas,3,129.9,0.0,Pix
687,2025-09-01,Bairro,Carla,Tênis,Calçados,1,249.9,0.0,Cartão
688,2025-01-16,Bairro,Carla,Meia,Acessórios,4,19.9,0.0,Pix
689,2025-02-08,Centro,Diego,Camiseta,Roupas,3,59.9,0.05,Cartão
690,2025-10-19,Shopping,Bruno,Meia,Acessórios,5,19.9,0.15,Pix
691,2025-03-31,Centro,Diego,Calça,Roupas,3,129.9,0.2,Pix
692,2025-12-23,Shopping,Ana,Calça,Roupas,2,129.9,0.05,Pix
693,2025-06-04,Bairro,Ana,Meia,Acessórios,4,19.9,0.2,Dinheiro
694,2025-07-09,Centro,Bruno,Boné,Acessórios,5,49.9,0.0,Cartão
695,2025-06-20,Shopping,Diego,Calça,Roupas,2,129.9,0.05,Pix
696,2025-01-11,centro ,Carla,Meia,Acessórios,1,19.9,0.0,Cartão
697,2025-06-21,Bairro,Bruno,Boné,Acessórios,1,49.9,0.0,Pix
698,2025-06-16,centro ,Diego,Tênis,Calçados,1,249.9,0.2,Pix
699,2025-08-03,Centro,Bruno,Calça,Roupas,3,129.9,0.0,Cartão
700,2025-09-28,Bairro,Eduardo,Tênis,Calçados,3,249.9,0.05,Dinheiro
701,2025-02-04,Shopping,Diego,Calça,Roupas,5,129.9,0.0,Pix
702,2025-01-08,Bairro,Bruno,Tênis,Calçados,4,249.9,0.15,Dinheiro
703,2025-05-16,Bairro,Eduardo,,Acessórios,1,49.9,0.0,Cartão
704,2025-11-23,Bairro,Bruno,Boné,Acessórios,1,49.9,0.0,Pix
705,2025-07-27,Shopping,Ana,Meia,Acessórios,4,19.9,0.0,Pix
706,2025-11-30,Centro,Diego,Camiseta,Roupas,3,59.9,0.1,Cartão
707,2025-01-18,Shopping,Eduardo,Boné,Acessórios,4,49.9,0.15,Cartão
708,2025-04-02,Bairro,Carla,Tênis,Calçados,1,249.9,0.0,Pix
709,2025-11-19,Shopping,Eduardo,Meia,Acessórios,1,19.9,0.0,Cartão
710,2025-03-07,Shopping,Eduardo,Calça,Roupas,4,129.9,0.1,Dinheiro
711,2025-09-06,Bairro,Carla,Boné,Acessórios,5,49.9,0.0,Cartão
712,2025-08-21,Centro,Carla,Boné,Acessórios,3,49.9,0.0,Cartão
713,2025-12-14,centro ,Carla,Meia,Acessórios,4,19.9,0.1,Dinheiro
714,2025-06-26,Centro,Bruno,Meia,Acessórios,3,19.9,0.15,Cartão
715,2025-11-06,Shopping,Diego,Boné,Acessórios,4,49.9,0.05,Pix
716,2025-08-02,Centro,Bruno,Meia,Acessórios,1,19.9,0.1,Pix
717,2025-04-25,centro ,Carla,Camiseta,Roupas,5,59.9,0.0,Dinheiro
718,2025-08-13,Centro,Ana,Calça,Roupas,3,129.9,0.05,Pix
719,2025-10-30,centro ,Carla,Meia,Acessórios,2,19.9,0.0,Dinheiro
720,2025-04-19,Centro,Eduardo,Tênis,Calçados,5,249.9,0.05,Pix
721,2025-04-11,Shopping,Eduardo,Camiseta,Roupas,4,59.9,0.0,Pix
722,2025-10-24,Shopping,Carla,Calça,Roupas,5,129.9,0.0,Dinheiro
723,2025-12-21,Centro,Carla,Calça,Roupas,1,129.9,0.15,Pix
724,2025-01-01,centro ,Ana,Boné,Acessórios,4,49.9,0.0,Cartão
725,2025-08-14,Centro,Carla,Tênis,Calçados,1,249.9,0.05,Cartão
726,2025-02-11,Bairro,Ana,Tênis,Calçados,4,249.9,0.0,Dinheiro
727,2025-02-14,Shopping,Eduardo,Calça,Roupas,1,129.9,0.0,Dinheiro
728,2025-09-01,Shopping,Diego,Calça,Roupas,5,129.9,0.1,Pix
729,2025-01-09,Centro,Ana,Meia,Acessórios,1,19.9,0.05,Dinheiro
730,2025-03-10,Bairro,Eduardo,Tênis,Calçados,2,249.9,0.05,Dinheiro
731,2025-09-17,Shopping,Eduardo,Calça,Roupas,1,129.9,0.1,Dinheiro
732,2025-09-24,Bairro,Eduardo,Camiseta,Roupas,5,59.9,0.0,Pix
733,2025-03-14,centro ,Bruno,Meia,Acessórios,4,19.9,0.0,Dinheiro
734,2025-07-25,Shopping,Carla,Boné,Acessórios,1,49.9,0.15,Dinheiro
735,2025-07-02,Centro,Eduardo,Calça,Roupas,5,129.9,0.0,Cartão
736,2025-03-11,Bairro,Bruno,Meia,Acessórios,3,19.9,0.0,Cartão
737,2025-08-02,Bairro,Diego,Meia,Acessórios,1,19.9,0.1,Dinheiro
738,2025-02-04,Bairro,Ana,Camiseta,Roupas,4,59.9,0.0,Dinheiro
739,2025-05-24,Bairro,Carla,Tênis,Calçados,4,249.9,0.1,Dinheiro
740,2025-06-22,Centro,Carla,Calça,Roupas,4,129.9,0.05,Pix
741,2025-10-12,Shopping,Ana,Calça,Roupas,3,129.9,0.15,Cartão
742,2025-10-11,Bairro,Carla,Tênis,Calçados,3,249.9,0.0,Cartão
743,2025-12-25,Shopping,Carla,Boné,Acessórios,4,49.9,0.05,Cartão
744,2025-04-19,Centro,Eduardo,Tênis,Calçados,4,249.9,0.1,Dinheiro
745,2025-08-25,centro ,Carla,Tênis,Calçados,4,249.9,0.05,Dinheiro
746,2025-10-25,Centro,Ana,Camiseta,Roupas,4,59.9,0.1,Pix
747,2025-07-28,Bairro,Eduardo,,Roupas,3,59.9,0.0,Dinheiro
748,2025-09-10,Centro,Ana,Tênis,Calçados,4,249.9,0.1,Dinheiro
749,2025-07-25,Shopping,Carla,Calça,Roupas,4,129.9,0.0,Dinheiro
750,2025-12-27,Shopping,Eduardo,Tênis,Calçados,4,249.9,0.05,Pix
751,2025-03-20,centro ,Ana,Boné,Acessórios,2,49.9,0.2,Cartão
752,2025-07-11,Centro,Ana,Boné,Acessórios,3,49.9,0.0,Cartão
753,2025-03-30,centro ,Eduardo,Calça,Roupas,5,129.9,0.0,Pix
754,2025-11-02,Shopping,Ana,Tênis,Calçados,2,249.9,0.15,Dinheiro
755,2025-12-16,Shopping,Ana,,Roupas,5,129.9,0.15,Pix
756,2025-11-03,Centro,Eduardo,Meia,Acessórios,5,19.9,0.0,Cartão
757,2025-12-29,centro ,Bruno,Camiseta,Roupas,3,59.9,0.0,Cartão
758,2025-04-07,Centro,Diego,Camiseta,Roupas,2,59.9,0.1,Dinheiro
759,2025-06-10,centro ,Bruno,Tênis,Calçados,4,249.9,0.1,Cartão
760,2025-12-28,centro ,Ana,Calça,Roupas,2,129.9,0.0,Cartão
761,2025-06-20,Bairro,Eduardo,Boné,Acessórios,2,49.9,0.1,Dinheiro
762,2025-12-20,Shopping,Diego,,Calçados,2,249.9,0.0,Cartão
763,2025-11-01,centro ,Bruno,Calça,Roupas,5,129.9,0.05,Cartão
764,2025-11-28,Shopping,Carla,Camiseta,Roupas,4,59.9,0.0,Dinheiro
765,2025-01-24,centro ,Carla,Camiseta,Roupas,1,59.9,0.2,Dinheiro
766,2025-10-13,Centro,Carla,Meia,Acessórios,5,19.9,0.0,Dinheiro
767,2025-01-31,Shopping,Bruno,Camiseta,Roupas,1,59.9,0.05,Cartão
768,2025-10-05,Bairro,Carla,Camiseta,Roupas,2,59.9,0.1,Dinheiro
769,2025-11-04,Centro,Eduardo,Calça,Roupas,1,129.9,0.0,Dinheiro
770,2025-01-16,centro ,Carla,Camiseta,Roupas,2,59.9,0.0,Pix
771,2025-06-20,Centro,Ana,Meia,Acessórios,4,19.9,0.15,Pix
772,2025-10-29,Centro,Diego,Meia,Acessórios,3,19.9,0.0,Cartão
773,2025-03-22,Centro,Diego,Calça,Roupas,1,129.9,0.0,Pix
774,2025-07-30,Shopping,Eduardo,Boné,Acessórios,2,49.9,0.0,Pix
775,2025-04-07,Bairro,Diego,Meia,Acessórios,3,19.9,0.2,Pix
776,2025-02-24,Shopping,Ana,Boné,Acessórios,5,49.9,0.0,Cartão
777,2025-12-09,Centro,Bruno,Tênis,Calçados,1,249.9,0.05,Dinheiro
778,2025-10-14,Shopping,Carla,Tênis,Calçados,1,249.9,0.1,Pix
779,2025-04-13,Shopping,Bruno,Meia,Acessórios,4,19.9,0.05,Pix
780,2025-03-15,Bairro,Bruno,Meia,Acessórios,4,19.9,0.0,Pix
781,2025-11-16,Shopping,Carla,Tênis,Calçados,2,249.9,0.1,Dinheiro
782,2025-01-13,Bairro,Ana,Meia,Acessórios,2,19.9,0.05,Pix
783,2025-04-11,centro ,Carla,Tênis,Calçados,1,249.9,0.0,Pix
784,2025-08-17,Centro,Bruno,Camiseta,Roupas,4,59.9,0.0,Cartão
785,2025-09-30,Centro,Bruno,Camiseta,Roupas,2,59.9,0.0,Dinheiro
786,2025-07-02,Centro,Bruno,Boné,Acessórios,2,49.9,0.05,Cartão
787,2025-03-23,Centro,Ana,Meia,Acessórios,5,19.9,0.15,Dinheiro
788,2025-02-16,Bairro,Diego,Meia,Acessórios,3,19.9,0.2,Dinheiro
789,2025-01-19,Shopping,Diego,Meia,Acessórios,2,19.9,0.0,Cartão
790,2025-06-30,Bairro,Bruno,Meia,Acessórios,3,19.9,0.05,Pix
791,2025-06-26,centro ,Carla,Meia,Acessórios,2,19.9,0.1,Dinheiro
792,2025-04-28,Bairro,Diego,Meia,Acessórios,5,19.9,0.1,Cartão
793,2025-09-23,Shopping,Bruno,Camiseta,Roupas,4,59.9,0.0,Cartão
794,2025-08-21,Shopping,Carla,Meia,Acessórios,1,19.9,0.0,Cartão
795,2025-03-04,Bairro,Diego,Camiseta,Roupas,2,59.9,0.0,Dinheiro
796,2025-10-13,Centro,Diego,Calça,Roupas,1,129.9,0.0,Pix
797,2025-05-29,centro ,Diego,Calça,Roupas,2,129.9,0.05,Pix
798,2025-09-11,centro ,Diego,Boné,Acessórios,4,49.9,0.05,Dinheiro
799,2025-10-23,Shopping,Diego,Tênis,Calçados,3,249.9,0.0,Cartão
800,2025-05-14,Centro,Diego,Meia,Acessórios,4,19.9,0.05,Dinheiro
801,2025-03-12,centro ,Carla,Boné,Acessórios,3,49.9,0.0,Pix
802,2025-05-15,Bairro,Eduardo,Tênis,Calçados,3,249.9,0.0,Cartão
803,2025-10-20,Centro,Carla,Boné,Acessórios,1,49.9,0.1,Cartão
804,2025-09-24,Shopping,Bruno,Boné,Acessórios,3,49.9,0.1,Dinheiro
805,2025-12-30,Bairro,Bruno,Calça,Roupas,2,129.9,0.15,Pix
806,2025-08-11,Bairro,Ana,Camiseta,Roupas,4,59.9,0.1,Cartão
807,2025-03-26,Shopping,Ana,Boné,Acessórios,5,49.9,0.1,Dinheiro
808,2025-11-26,Shopping,Eduardo,Calça,Roupas,1,129.9,0.0,Dinheiro
809,2025-01-08,Shopping,Carla,Meia,Acessórios,4,19.9,0.0,Cartão
810,2025-01-08,centro ,Eduardo,Boné,Acessórios,5,49.9,0.1,Cartão
811,2025-05-29,centro ,Bruno,Calça,Roupas,4,129.9,0.0,Dinheiro
812,2025-10-21,Shopping,Eduardo,Camiseta,Roupas,4,59.9,0.0,Cartão
813,2025-02-20,Shopping,Carla,Calça,Roupas,5,129.9,0.0,Cartão
814,2025-02-08,centro ,Ana,Boné,Acessórios,4,49.9,0.0,Pix
815,2025-10-31,Shopping,Carla,Meia,Acessórios,1,19.9,0.1,Cartão
816,2025-11-27,Bairro,Bruno,Calça,Roupas,5,129.9,0.05,Dinheiro
817,2025-01-18,Bairro,Ana,Camiseta,Roupas,4,59.9,0.1,Dinheiro
818,2025-09-03,Shopping,Eduardo,Tênis,Calçados,5,249.9,0.05,Cartão
819,2025-07-13,Shopping,Bruno,Meia,Acessórios,5,19.9,0.2,Pix
820,2025-07-29,Centro,Carla,Meia,Acessórios,3,19.9,0.1,Cartão
821,2025-02-03,Centro,Ana,Camiseta,Roupas,1,59.9,0.0,Pix
822,2025-01-13,Bairro,Eduardo,Calça,Roupas,3,129.9,0.05,Cartão
823,2025-04-18,centro ,Bruno,Calça,Roupas,4,129.9,0.1,Cartão
824,2025-03-29,centro ,Diego,Boné,Acessórios,5,49.9,0.0,Pix
825,2025-11-04,Centro,Ana,Boné,Acessórios,2,49.9,0.0,Dinheiro
826,2025-09-20,centro ,Diego,Calça,Roupas,4,129.9,0.0,Pix
827,2025-04-18,Shopping,Eduardo,Camiseta,Roupas,5,59.9,0.0,Pix
828,2025-08-07,Bairro,Eduardo,Boné,Acessórios,5,49.9,0.0,Dinheiro
829,2025-06-08,Centro,Bruno,Meia,Acessórios,4,19.9,0.1,Cartão
830,2025-12-19,centro ,Ana,Boné,Acessórios,4,49.9,0.0,Cartão
831,2025-07-16,Shopping,Bruno,Meia,Acessórios,2,19.9,0.1,Pix
832,2025-02-11,Shopping,Diego,Calça,Roupas,1,129.9,0.0,Pix
833,2025-05-23,Shopping,Eduardo,Tênis,Calçados,3,249.9,0.0,Cartão
834,2025-12-17,Shopping,Diego,,Acessórios,4,19.9,0.2,Cartão
835,2025-01-09,Centro,Eduardo,Meia,Acessórios,3,19.9,0.05,Cartão
836,2025-04-15,Shopping,Diego,Camiseta,Roupas,5,59.9,0.0,Cartão
837,2025-03-17,centro ,Eduardo,Meia,Acessórios,1,19.9,0.0,Dinheiro
838,2025-09-08,Bairro,Carla,Calça,Roupas,2,129.9,0.0,Pix
839,2025-11-20,Bairro,Bruno,Meia,Acessórios,3,19.9,0.1,Dinheiro
840,2025-06-26,centro ,Bruno,Calça,Roupas,5,129.9,0.15,Dinheiro
841,2025-07-14,Shopping,Ana,Tênis,Calçados,1,249.9,0.0,Cartão
842,2025-11-07,Centro,Diego,Meia,Acessórios,2,19.9,0.0,Dinheiro
843,2025-05-31,centro ,Eduardo,Boné,Acessórios,1,49.9,0.0,Cartão
844,2025-02-14,Shopping,Diego,Boné,Acessórios,4,49.9,0.15,Dinheiro
845,2025-09-06,centro ,Eduardo,Boné,Acessórios,2,49.9,0.0,Cartão
846,2025-02-11,Centro,Eduardo,Boné,Acessórios,2,49.9,0.0,Cartão
847,2025-05-08,Bairro,Eduardo,Calça,Roupas,4,129.9,0.1,Pix
848,2025-02-18,Centro,Ana,Boné,Acessórios,1,49.9,0.1,Cartão
849,2025-06-15,Bairro,Carla,Meia,Acessórios,1,19.9,0.05,Pix
850,2025-02-12,Centro,Diego,Camiseta,Roupas,2,59.9,0.05,Dinheiro
851,2025-08-07,Centro,Diego,Camiseta,Roupas,4,59.9,0.15,Cartão
852,2025-04-30,Centro,Bruno,Camiseta,Roupas,1,59.9,0.2,Pix
853,2025-07-12,Centro,Carla,Tênis,Calçados,3,249.9,0.0,Pix
854,2025-08-25,Shopping,Eduardo,Tênis,Calçados,4,249.9,0.1,Pix
855,2025-07-17,Bairro,Eduardo,Calça,Roupas,1,129.9,0.0,Pix
856,2025-07-30,centro ,Bruno,Boné,Acessórios,4,49.9,0.1,Pix
857,2025-09-15,Bairro,Diego,Camiseta,Roupas,5,59.9,0.0,Dinheiro
858,2025-09-08,Bairro,Ana,Calça,Roupas,5,129.9,0.0,Cartão
859,2025-07-23,centro ,Eduardo,Camiseta,Roupas,3,59.9,0.15,Cartão
860,2025-02-26,Bairro,Diego,Boné,Acessórios,3,49.9,0.05,Dinheiro
861,2025-10-15,centro ,Ana,Camiseta,Roupas,4,59.9,0.15,Pix
862,2025-07-30,Centro,Diego,Tênis,Calçados,5,249.9,0.05,Pix
863,2025-02-16,Bairro,Carla,Boné,Acessórios,4,49.9,0.05,Cartão
864,2025-01-27,centro ,Bruno,Calça,Roupas,1,129.9,0.1,Pix
865,2025-11-06,Bairro,Bruno,Calça,Roupas,2,129.9,0.15,Cartão
866,2025-07-20,Shopping,Carla,Tênis,Calçados,5,249.9,0.0,Cartão
867,2025-06-16,centro ,Ana,Meia,Acessórios,2,19.9,0.05,Dinheiro
868,2025-11-07,centro ,Ana,Meia,Acessórios,1,19.9,0.0,Dinheiro
869,2025-04-18,Shopping,Bruno,Meia,Acessórios,4,19.9,0.15,Dinheiro
870,2025-04-18,Shopping,Ana,Calça,Roupas,1,129.9,0.1,Dinheiro
871,2025-04-29,Shopping,Bruno,Tênis,Calçados,2,249.9,0.05,Dinheiro
872,2025-03-19,Shopping,Bruno,Calça,Roupas,3,129.9,0.1,Dinheiro
873,2025-11-28,Centro,Ana,Calça,Roupas,2,129.9,0.0,Cartão
874,2025-07-30,Centro,Bruno,Camiseta,Roupas,5,59.9,0.0,Dinheiro
875,2025-01-04,centro ,Carla,Boné,Acessórios,4,49.9,0.0,Pix
876,2025-11-06,Bairro,Diego,Boné,Acessórios,5,49.9,0.0,Cartão
877,2025-09-30,centro ,Ana,Boné,Acessórios,1,49.9,0.0,Cartão
878,2025-03-07,centro ,Diego,Camiseta,Roupas,2,59.9,0.1,Cartão
879,2025-08-15,centro ,Bruno,,Calçados,5,249.9,0.1,Dinheiro
880,2025-06-30,Centro,Diego,Boné,Acessórios,2,49.9,0.0,Pix
881,2025-12-02,centro ,Eduardo,Camiseta,Roupas,5,59.9,0.1,Cartão
882,2025-04-27,centro ,Bruno,Tênis,Calçados,2,249.9,0.1,Dinheiro
883,2025-03-07,Shopping,Ana,Tênis,Calçados,4,249.9,0.0,Pix
884,2025-07-18,Bairro,Ana,Calça,Roupas,5,129.9,0.0,Dinheiro
885,2025-06-15,Shopping,Diego,Tênis,Calçados,4,249.9,0.05,Pix
886,2025-02-18,centro ,Ana,Boné,Acessórios,5,49.9,0.0,Dinheiro
887,2025-10-20,Shopping,Carla,Calça,Roupas,2,129.9,0.05,Dinheiro
888,2025-10-27,Shopping,Ana,Calça,Roupas,3,129.9,0.0,Cartão
889,2025-06-18,centro ,Carla,Meia,Acessórios,4,19.9,0.05,Pix
890,2025-07-08,Bairro,Bruno,Boné,Acessórios,2,49.9,0.1,Dinheiro
891,2025-07-06,Shopping,Eduardo,Calça,Roupas,2,129.9,0.15,Pix
892,2025-05-27,Centro,Eduardo,Calça,Roupas,2,129.9,0.05,Dinheiro
893,2025-03-05,Centro,Diego,Meia,Acessórios,2,19.9,0.0,Dinheiro
894,2025-02-08,Bairro,Bruno,Tênis,Calçados,3,249.9,0.0,Dinheiro
895,2025-04-09,Bairro,Diego,,Roupas,1,129.9,0.15,Dinheiro
896,2025-02-20,Shopping,Bruno,Meia,Acessórios,5,19.9,0.0,Cartão
897,2025-07-07,Shopping,Eduardo,Boné,Acessórios,2,49.9,0.15,Cartão
898,2025-11-22,centro ,Ana,,Acessórios,5,49.9,0.0,Cartão
899,2025-12-12,Shopping,Diego,Calça,Roupas,5,129.9,0.05,Cartão
900,2025-05-24,Centro,Carla,Tênis,Calçados,5,249.9,0.0,Dinheiro
901,2025-06-04,Shopping,Bruno,Tênis,Calçados,3,249.9,0.0,Cartão
902,2025-09-21,Centro,Eduardo,Camiseta,Roupas,5,59.9,0.15,Dinheiro
903,2025-10-03,centro ,Bruno,Boné,Acessórios,2,49.9,0.1,Pix
904,2025-09-28,Shopping,Bruno,Boné,Acessórios,4,49.9,0.05,Pix
905,2025-08-20,Centro,Diego,Boné,Acessórios,5,49.9,0.0,Pix
906,2025-04-01,centro ,Eduardo,Camiseta,Roupas,3,59.9,0.0,Pix
907,2025-11-24,Bairro,Eduardo,Tênis,Calçados,2,249.9,0.1,Pix
908,2025-11-18,Centro,Ana,Tênis,Calçados,1,249.9,0.05,Dinheiro
909,2025-06-02,Shopping,Eduardo,Calça,Roupas,5,129.9,0.05,Cartão
910,2025-03-23,Bairro,Bruno,Boné,Acessórios,5,49.9,0.1,Dinheiro
911,2025-07-28,Bairro,Ana,Meia,Acessórios,5,19.9,0.05,Cartão
912,2025-02-15,Bairro,Carla,Camiseta,Roupas,4,59.9,0.0,Pix
913,2025-01-24,Bairro,Bruno,Calça,Roupas,4,129.9,0.0,Dinheiro
914,2025-07-26,centro ,Ana,Camiseta,Roupas,1,59.9,0.0,Dinheiro
915,2025-10-26,Centro,Carla,Calça,Roupas,3,129.9,0.0,Cartão
916,2025-06-27,Bairro,Carla,Calça,Roupas,4,129.9,0.0,Dinheiro
917,2025-12-23,centro ,Bruno,Camiseta,Roupas,4,59.9,0.15,Cartão
918,2025-01-28,Centro,Ana,Boné,Acessórios,3,49.9,0.15,Cartão
919,2025-08-05,centro ,Bruno,Meia,Acessórios,5,19.9,0.0,Dinheiro
920,2025-12-23,Centro,Diego,Tênis,Calçados,4,249.9,0.1,Pix
921,2025-06-18,Shopping,Bruno,Calça,Roupas,4,129.9,0.0,Dinheiro
922,2025-03-26,Centro,Diego,Boné,Acessórios,1,49.9,0.0,Dinheiro
923,2025-09-01,centro ,Carla,Camiseta,Roupas,2,59.9,0.0,Dinheiro
924,2025-01-02,Bairro,Ana,Calça,Roupas,5,129.9,0.0,Cartão
925,2025-09-27,Bairro,Diego,Meia,Acessórios,1,19.9,0.05,Cartão
926,2025-06-20,Centro,Eduardo,Calça,Roupas,1,129.9,0.0,Pix
927,2025-05-26,Centro,Ana,Camiseta,Roupas,2,59.9,0.0,Cartão
928,2025-04-30,Shopping,Eduardo,Camiseta,Roupas,4,59.9,0.0,Cartão
929,2025-06-21,Bairro,Carla,Calça,Roupas,3,129.9,0.0,Cartão
930,2025-12-28,Shopping,Bruno,Calça,Roupas,2,129.9,0.0,Pix
931,2025-07-15,Bairro,Ana,Camiseta,Roupas,5,59.9,0.0,Cartão
932,2025-03-10,Bairro,Eduardo,Meia,Acessórios,1,19.9,0.05,Cartão
933,2025-07-23,Centro,Carla,Tênis,Calçados,5,249.9,0.0,Cartão
934,2025-03-03,Bairro,Diego,Camiseta,Roupas,5,59.9,0.0,Dinheiro
935,2025-05-10,Centro,Ana,Meia,Acessórios,4,19.9,0.0,Dinheiro
936,2025-11-29,Shopping,Eduardo,Calça,Roupas,4,129.9,0.0,Cartão
937,2025-06-11,Centro,Carla,,Calçados,2,249.9,0.0,Pix
938,2025-07-07,Shopping,Ana,Boné,Acessórios,1,49.9,0.0,Cartão
939,2025-05-26,Centro,Diego,Tênis,Calçados,4,249.9,0.05,Cartão
940,2025-04-24,Bairro,Eduardo,Boné,Acessórios,2,49.9,0.0,Pix
941,2025-10-08,Bairro,Eduardo,Camiseta,Roupas,3,59.9,0.0,Dinheiro
942,2025-01-26,Bairro,Carla,Tênis,Calçados,2,249.9,0.0,Pix
943,2025-08-17,Bairro,Ana,Meia,Acessórios,2,19.9,0.1,Pix
944,2025-06-26,Shopping,Eduardo,Calça,Roupas,5,129.9,0.05,Pix
945,2025-08-23,Shopping,Bruno,Tênis,Calçados,2,249.9,0.0,Pix
946,2025-08-29,Shopping,Bruno,Camiseta,Roupas,2,59.9,0.0,Cartão
947,2025-03-13,centro ,Bruno,Calça,Roupas,5,129.9,0.1,Cartão
948,2025-04-09,Shopping,Carla,Calça,Roupas,2,129.9,0.05,Pix
949,2025-07-02,Bairro,Ana,Boné,Acessórios,2,49.9,0.0,Pix
950,2025-07-05,Shopping,Carla,Boné,Acessórios,2,49.9,0.15,Dinheiro
951,2025-07-29,Bairro,Ana,Camiseta,Roupas,5,59.9,0.1,Dinheiro
952,2025-05-09,Bairro,Diego,Tênis,Calçados,2,249.9,0.0,Pix
953,2025-06-22,centro ,Carla,Camiseta,Roupas,3,59.9,0.0,Dinheiro
954,2025-05-23,centro ,Bruno,Calça,Roupas,2,129.9,0.0,Pix
955,2025-08-03,Shopping,Carla,Tênis,Calçados,5,249.9,0.0,Dinheiro
956,2025-10-08,centro ,Ana,Calça,Roupas,2,129.9,0.1,Cartão
957,2025-05-29,Centro,Ana,Camiseta,Roupas,2,59.9,0.05,Dinheiro
958,2025-01-17,Bairro,Carla,Meia,Acessórios,4,19.9,0.0,Dinheiro
959,2025-09-05,Shopping,Eduardo,Meia,Acessórios,3,19.9,0.1,Pix
960,2025-08-04,Bairro,Ana,Tênis,Calçados,5,249.9,0.05,Dinheiro
961,2025-01-11,Bairro,Ana,Meia,Acessórios,1,19.9,0.05,Dinheiro
962,2025-04-11,Centro,Bruno,Tênis,Calçados,5,249.9,0.0,Pix
963,2025-11-13,Shopping,Diego,Boné,Acessórios,2,49.9,0.1,Pix
964,2025-11-19,Centro,Ana,Calça,Roupas,5,129.9,0.0,Dinheiro
